,id,name,address,coor,city,phone,website,email,description,charity_number,company_number,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
53,1ecdda4b-da4b-6176-8679-85b7524743c3,ChatHealth - Stockport,"1st Floor Central House,Stockport,sk1 3ta","(53.407197, -2.16022375)",Stockport,07480635227,https://chathealth.nhs.uk/start-a-chat/h/StockportSNs/,,"ChatHealth is a universal service for ANY young person aged 11-19yrs who lives in Stockport or attends a Stockport school and wants to speak to a school nurse. Young people can speak confidentially to a School Nurse about a variety of topics.   Reassurance, support and advice can be offered to children so they know that they’re not alone when it comes to their concerns/worries.   It’s safe and easy for any young person to speak to a School Nurse. Just send a message to 07480635227, it’s discreet and quick and the team will be happy to help. It only takes one message to start making a difference. Young people will get confidential advice and support from Stockport NHS Foundation Trust School Nurses.",,,08:30 – 16:30,08:30 – 16:30,08:30 – 16:30,08:30 – 16:30,08:30 – 16:30,Closed,Closed
54,ba1f7dd3-4794-4886-be0d-ff448de97596,KIM Inspire,"The Hub,Park Lane,Holywell,CH8 7UR","(53.271404299999986, -3.2212674000000003)",Holywell,01352872189,https://kim-inspire.org.uk/,info@kim-inspire.org.uk,"An award winning charity providing professional, high quality mental health support in the community, based in North Wales.  Our men’s recovery programme is designed to empower you to recognise and develop your strengths and abilities. Supporting you to improve your wellbeing through activity and engagement.  Join us for our Wednesday Zoom groups where we spend time together discussing the changes we can make to how we think and what we do in our everyday lives to improve our mental health. It’s a friendly and supportive space where we share different approaches, strategies and suggestions for managing our well-being. We will be working on increasing our confidence and keeping ourselves occupied while developing new skills for a more positive future for ourselves and our families.",,,09:00 – 16:00,09:00 – 16:00,09:00 – 16:00,09:00 – 16:00,09:00 – 16:00,Closed,Closed
55,d2ca7c0b-3efd-492d-92c9-25a16a9b4f2f,Doncaster Helpline - Rethink,"Doncaster,DN1","(53.5265773, -1.1304674000000001)",Doncaster,08088010442,https://www.rethink.org/help-in-your-area/services/advice-and-helplines/doncaster-helpline/,,"Our 24/7 Doncaster Helpline offers emotional support and information to people affected by mental illness, aged 16 and over, who live in Doncaster. No referral required.  When you call the helpline you will be listened to, treated with dignity and respect, supported to develop coping skills and, if useful, signposted to helpful sources of information and to other services in your area who can help you on your road to recovery. We aim to answer your call within 3 rings, if we are busy, please do try again. If English is not your first language we can arrange to speak to you in your own language through an interpreter.   Calls to our number are free from landlines and mobile phones. Our number will not show on your bill.",271028,1227970,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours
56,93c8ccb1-23c1-42dd-8ee4-5270b55d0d8d,The ME Project,"Doncaster,Yorkshire,DN1","(53.5265773, -1.1304674000000001)",Doncaster,01302887222,https://www.me-project.co.uk/,hello@me-project.co.uk,"The ME Project is a talking & support service for people who are experiencing mental health issues.  Centred around Managing Emotions, our team are invested in providing a service that supports personal growth. We aim to support people to become informed about symptoms, recovery and successes. The Group work programme is split into 10 sessions, each being 2 hours long.  We work with people who are experiencing:  Anxiety Depression Stress Fear Self Harm Suicidal Thoughts And many more…",,10667025,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
57,1ecfc700-0e43-61b6-b3f5-89db61617672,RISE Sheffield,"Ranmoor Parish Centre,5 Ranmoor Park Road,Sheffield,S10 3GX","(53.37245965, -1.52200565)",Sheffield,07593591938,https://www.rethink.org/help-in-your-area/support-groups/rise-sheffield/,risesheffield@rethink.org,"Our group provides an opportunity for people who have had experience of, or thoughts about self-harm, to come together in a safe supportive and non-judgmental place, to provide peer support to another through shared experiences.   The group will also share information and signposting on further help and support available in their local area.  Information updated from website: https://www.rethink.org/help-in-your-area/support-groups/rise-sheffield/",271028,,18:00 – 19:00,Closed,Closed,Closed,Closed,Closed,Closed
58,1ed5eb65-3884-608a-89aa-73a2671fd02d,S62 Community Together Rotherham CIC,"S62 Community Together Rotherham CIC,The Spectrum, Coke Hill,S60 2HX","(53.42692299999999, -1.35776115)",Rotherham,,https://s62ctr.co.uk/,enquiries@s62ctr.co.uk,"We are a community based peer led support group offering a collection of support to tackle mental health, isolation, poverty and self development.   We host various sessions each week open to ALL Rotherham residents with sessions currently hosted in Rawmarsh, Parkgate and Greasbrough.",,14216905,Closed,12:00 – 14:00,"10:00 – 11:30
12:00 – 15:00",19:30 – 21:00,Closed,Closed,Closed
59,1ecb661c-8cf4-68c8-8309-057271de4185,Doncaster CAMHS,,"(None, None)",,01302796191,https://camhs.rdash.nhs.uk/doncaster/,,"Doncaster Child and Adolescent Mental Health Service (CAMHS) provides mental health assessments, therapy and interventions for children, young people up to the age of 18 years and their families or identified carers when the child and young person is experiencing emotional or mental health difficulties.  We are a multi-disciplinary team of professionals based at Honeysuckle Lodge, off Tickhill Road, Balby, Doncaster DN4 8QN and also at The Crystal Building ,(click the link to access building map) Tickhill Road Site, DN4 8QN. We provide assessment and interventions for young people and their families to help them gain an understanding of their difficulties and to find ways to manage, improve, and reduce the impact of their problems in their everyday lives.  The mental health conditions we typically see are:  Anxiety disorders Depression/low mood Bipolar disorder Psychosis Obsessive-compulsive disorders Eating disorders Self-harm / suicidal thoughts Neurological-developmental disorders where an assessment is required for Attention Deficit Hyperactivity Disorder (ADHD) Learning disabilities (with mental health presentation). Doncaster CAMHS provides a range of interventions as identified by the National Institute of Health and Care Excellence guidelines to address the identified needs of each child, young person or family. This can include individual, group therapies, family work, medication were indicated, inpatient care if required, joint working or providing support to other agencies in a consultative manner.  Between 9am – 5pm you can contact the CAMHS team or your care coordinator (if you are already seeing someone in CAMHS) on 01302 796191  Please note the services are closed on public bank holidays but the out of hours service continues to operate.  Out of hours is after 5 pm and at weekends – for a mental health crisis access to support call our Single Point of Access on 0800 804 8999",,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
60,354c03ba-2875-4483-a461-3d3b2a2977e5,Mothers Mind (Staffordshire),"The Bridge Centre,Birches Head Road,Stoke on Trent,ST28DD","(53.03747215, -2.15460035)",Stoke-on-Trent,07960775754,https://www.facebook.com/MothersMind2021/,mothersmindmmh@outlook.com,"Providing group peer support, online/ telephone support and Home Link support in the community.  Our support group runs every Thursday 9:30-14:00. But we often offer additional home link support as required during the week.  Registered maternal mental health charity in Stoke on Trent.",1194342,,Closed,Closed,Closed,09:30 – 14:00,Closed,Closed,Closed
61,e6dc75bd-8fd7-43f7-9ba1-d7ed424bbb64,Changes Health & Wellbeing,"Wellbeing Centre,Booth Street,Stoke-On-Trent,ST4 4AL","(53.00010435, -2.18460585)",Stoke-on-Trent,01782411433,https://www.changes.org.uk/,stoke@changes.org.uk,"Changes Health & Wellbeing aims to promote recovery, wellbeing and social inclusion.   We provided free Peer Support Groups for adults at numerous venues across Stoke-on-Trent and North Staffordshire and online over Zoom. We also provide free psycho-educational Wellbeing and Recovery Workshops across Stoke-on-Trent. Sessions can be either morning, afternoon or evening to suit your schedule.  Please email stoke@changes.org.uk, call 01782 411 433 or visit www.changes.org.uk for more details.  We also provide support for Children and Young People across Stoke-on-Trent under our Stay Well service (in partnership with NS Mind and the Dove Service). Please visit www.changes.org.uk for more details or call 01782 418518.",1144940,07761177,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 16:30,Closed,Closed
62,c5d4343a-f85e-435d-9110-ad757b08d44a,Men's Walk Talk Bassetlaw,"Bassetlaw Action Centre canal street,retford,Retford, Nottinghamshire,dn22 6ez","(53.31996445, -0.94311865)",Retford,01777709650,https://www.bassetlawactioncentre.org.uk/,pgraham@actioncentre.org.uk,"MENWALKTALK aims to support men who may be struggling with their mental health, as well as reducing social isolation.   We facilitate walking groups for men to meet other men and provide each other mutual support because you are not alone.  Charity number: 1106908.",,,09:00 – 13:00,09:00 – 13:00,09:00 – 13:00,09:00 – 13:00,09:00 – 13:00,Closed,Closed
63,21eead64-9b1a-492e-a172-50a51e9d4414,Base 51,"29-31 Castle Gate,Nottingham,NG1 7AR","(52.9509396, -1.1509881000000002)",Nottingham,01159525040,https://www.base51.org/,counselling@base51.org.uk,"Young People's charity offering a wide selection of support services including mental health counselling, crisis drop-ins, showers, food, laundry and a clothing bank. Also offers targeted projects including  -outBurst - Nottingham's only young people's LGBTQ+ group -Evolution - Specialist trauma counselling for victims/perpetrators of serious violence -The F Word - Young Women's Support Group -YouCan - 12 week programme for NEETs to gain employability skills -Art in Mind - Creative activities with a focus on wellbeing  Information updated from website.",1007702,02672194,09:00 – 19:00,09:00 – 19:00,09:00 – 19:00,09:00 – 19:00,09:00 – 19:00,12:00 – 15:00,Closed
64,cd977341-4e36-4a4e-bdc1-b4f046683a0b,Forces in the Community,"2 Cross Street,Nottingham,NG9 2NX","(52.92831665, -1.2164609)",Nottingham,01159220320,https://www.forces.org.uk/,support@forces.org.uk,"Forces in the Community provide bespoke support to veterans, reservists and their families. The charity delivers mental health support and counselling, tailored employment guidance, housing advice, welfare and training.   Our focus is to encourage independent living and re-engagement with families and the community. Having supported hundreds of veterans/family members of all ages, many with complex needs, our services and experience improves lives.",1144814,,10:30 – 15:00,10:30 – 15:00,10:30 – 15:00,10:30 – 15:00,Closed,Closed,Closed
65,2e1156f1-6f19-415c-8798-5dd74a46f90c,Nottingham City Targeted CAMHS (Child & Adolescent Mental Health Service),"Nottingham City Council Targeted CAMHS,Loxley House,Nottingham,NG2 3NG","(52.94806535, -1.1449709499999998)",Nottingham,01158764000,,cypbehm@nottinghamcity.gov.uk,"Are a young person struggling with your mental health? Would you like support?   If you are aged up to 18 and have a Nottingham City GP you can self-refer to us directly! We offer a range of different types of support.  We support with a range of different problems, to mention a few: as depression, anxiety, anger, trauma, self-harm, and low mood.  Text: 0786 000 213",,,08:30 – 17:00,08:30 – 17:00,08:30 – 17:00,08:30 – 17:00,08:30 – 17:00,Closed,Closed
66,baa9fc20-8952-4687-966e-dea00aa3f7f6,Nottingham City SHARP service (Self-harm & Resource project),"Nottingham City Council SHARP service, Loxley House,Station Street,Nottingham,NG2 3NG","(52.94806535, -1.1449709499999998)",Nottingham,01158764000,,camhs.sharp@nottinghamcity.gov.uk,Are you a young person who needs support around self-harm and suicide? Are you a parent/carer who wants to have a better understanding of your child’s self-harm behaviours? SHARP (Self-harm Awareness & Resource Project) have lots of resources and information that can help you and make you feel safer with managing and understanding self-harm and suicidality.  Please check out our website where you will find lots of videos and discussions about self-harm: https://www.youtube.com/channel/UCEn5_IkBX9bUd6SQliAih3w,,,08:30 – 17:00,08:30 – 17:00,08:30 – 17:00,08:30 – 17:00,08:30 – 17:00,Closed,Closed
67,35c28ba2-2bee-4056-b447-0e96c6291032,The Listening Centre,"Energy House,35 Lombard Street,Lichfield,WS13 6DP","(52.68520375, -1.82409155)",Lichfield,01543300068,https://thelisteningcentre.co.uk/,enquiries@thelisteningcentre.co.uk,"The Listening Centre was established in 2002 to provide local, affordable and highly professional Occupational counselling and wellbeing services.   THIS IS NOT A FREE SERVICE.   We work with a diverse and evolving range of organisations including NHS Trusts, Local Government, SME's, Emergency Services, Charities and Private Businesses.   Registered Member MBACP Accred.",,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
68,1ecde72b-e143-66d0-8080-7f37e7cfee51,Banners Gate Counselling Centre,"198 Boldmere Road,Sutton Coldfield,B73 5UE","(52.544311949999994, -1.8400832500000002)",Sutton Coldfield,01213546544,https://www.bgcounselling.co.uk/,info@bgcounselling.co.uk,"We are an independent professional voluntary organisation providing affordable counselling for adults over 18 years of age in the local community.  We have an open access policy welcoming self-referrals as well as clients referred by the medical profession or by recommendation. Our dedicated suite provides a warm welcoming safe, confidential environment and our aim is to give you the best possible experience of counselling. Remote sessions (via a video platform such as Zoom or by telephone) can be arranged outside office hours by mutual agreement between the counsellor and the client.   Information added from website: https://bgcounselling.co.uk/",1105473,507467,10:00 – 16:00,10:00 – 13:00,18:00 – 21:00,10:00 – 21:00,Closed,Closed,Closed
69,1eca6bbe-defa-69be-af92-1b296f8fa12f,Pepper's - A Safe Place - Melton,,"(None, None)",,07714503556,https://www.peppersasafeplace.co.uk/,info@peppersasafeplace.co.uk,"We provide support to anyone in the community struggling with their mental health. We provide a safe place for anyone to come and chat, meet a friendly face, break the cycle of isolation and escape everyday stresses.  We have regular drop-in sessions and therapeutic activities on offer.",,,13:00 – 15:00,Closed,14:00 – 16:00,Closed,Closed,Closed,Closed
70,1ed4b029-7c39-6866-aef0-cf5eaa63865e,Bee Well Groups,"Stourbridge,DY8","(52.45132975, -2.1554833)",Stourbridge,07563820259,https://www.beewellgroups.co.uk/index.php,beewellgroups@hotmail.com,"Bee Well Groups aims to help children and young people develop emotional regulation skills to support emotional literacy and find tools to manage these emotions. We work with children and their families to support them with their emotional well-being.  Emotional education and support. Our service is a group ran program because we believe in the vital role community plays in contributing towards positive emotional health. When struggling with emotional health difficulties it can be very isolating and lonely.  Through our years of experience working in mental health, we have seen the healing power of connecting with others that are experiencing similar struggles. Being part of a community of support provides people with a sense of belonging and this is why we focus on group support.  Our groups and workshops are bespoke to meet individuals' needs. Therefore we are able to cover a variety of topics and would be happy to discuss any requirements you may have.  We provide a bespoke service designed to meet individual needs within the United Kingdom. Our service offers therapeutic group support and workshops encompassing: emotional resilience training and emotional wellbeing support by highly trained and specialist mental health practitioners.   Some examples could include:  Anxiety management Anger management Stress support Increasing Self esteem Dealing with difficult emotions Transitions Emotional regulation  Helen Roberts HCPC registered as Occupational Therapist number OT66475.",,13039664,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
71,5b05f364-9cd5-4bae-b19f-76c46b3099cb,Southlink Charter Centre,"Baptist Church Hall,Harborne Park Road,Birmingham,Warwickshire,B17 0DH","(52.45686375, -1.9555403)",Birmingham,01216810305,https://harbornebaptistchurch.org/Groups/297098/Southlink_Charter_Centre.aspx,southlinkcharter@yahoo.co.uk,"The Southlink Charter Centre is next door to the church and is an important part of the community. Open seven days a week it offers support and friendship for adults who have experienced mental health problems of any kind.   The Charter Centre can provide information on welfare and mental health issues and also offers recreational activities, day trips and coffee mornings, and there is a kitchenette, a pool table and a television. The Centre provides a safe place for people to relax and feel accepted",,,10:00 – 20:00,10:00 – 20:00,10:00 – 20:00,10:00 – 20:00,10:00 – 20:00,10:00 – 20:00,16:00 – 20:00
72,1ecfec26-afbe-6518-bbf9-f3c250e9d54c,Wellbeing Therapy Solutions,"Bodies House,254 Braunstone Lane,Leicester,LE3 3AS","(52.61964024999999, -1.18256755)",Leicester,07834074607,https://www.wellbeingtherapysolutions.co.uk/,kate@wellbeingtherapysolutions.co.uk,"Wellbeing Therapy Solutions Ltd offer a range of mental health and wellbeing services to children, young people and adults across Leicestershire, the Midlands and nationally.  The team provide a professional service from beginning to end and pride themselves on building strong relationships with all clients. We offer 1:1 therapy sessions with our experienced Occupational Therapists in Leicester and online and do not hold a waiting list.",,13794503,09:00 – 17:00,09:00 – 19:00,09:00 – 19:00,09:00 – 17:00,09:00 – 18:00,Closed,Closed
73,1ed123f4-24ff-6ede-9267-f5dfd0237dab,Adhar Project,"Adhar Project,79 St Peter's Road,Leicester,LE2 1DH","(52.62926845, -1.1105003)",Leicester,01162200070,https://www.adharproject.org/,referrals@adharproject.org,"A Leicester based mental health charity for the Black, Asian and Minority Ethnic (BAME) groups.  Mental illness affects one in four people at any point in time and the impact touches every person in society. There is a wide spectrum of conditions, including anxiety, addiction, self-harm, schizophrenia, depression, bipolar disorder, personality disorder, phobia or an eating disorder.  Adhar Project is committed to helping people with these conditions as well as their families, carers and health professionals. We have 30 years of experience in helping Adults and Families live healthier, happier, and productive lives.  Whether you're interested in being supported by Adhar, someone you know is need of help, you need advice or you want to help us by volunteering or supporting us, please make sure you contact us using information below. We're actively available in office (through phone calls or in-person visits), on our email account or through our social media pages, so don't hesitate to get in contact with us, no matter what your needs are. We promise that someone from our dedicated team will be in contact with you as soon as possible.  Information sourced from website: https://www.adharproject.org/",1121499,5524738,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
74,95a06864-d16c-4f61-ae62-feb30a242dc6,Pepper's - A Safe Place - Oakham,"2A,High Street,Oakham,LE15 6AL","(52.669539150000006, -0.7270288999999999)",Oakham,07714503556,https://www.peppersasafeplace.co.uk/,info@peppersasafeplace.co.uk,"We provide support to anyone in the community struggling with their mental health. We provide a safe place for anyone to come and chat, meet a friendly face, break the cycle of isolation and escape everyday stresses.  We have regular drop-in sessions and therapeutic activities on offer.",,,Closed,10:30 – 12:30,14:00 – 16:00,13:00 – 15:00,Closed,Closed,14:00 – 16:00
75,90b91dbd-cd84-4dcc-8e76-19a3f6920511,Behind the Smile - Chill n Chat,"St Andrew's Methodist Church,Pump Street,Worcester,WR1 2QT","(52.1901666, -2.22011495)",Worcester,07999027313,https://behindthesmile.care/,admin@behindthesmile.care,We offer a mental health peer support group in Worcester. We currently have just the one group but due to increased numbers are looking at having more.   We are also aiming to offer support groups for those bereaved by suicide - if we get a response for the need.   Our Facebook page is - https://www.facebook.com/behindthesmile.care or @behindthesmile.care  Private Facebook groups are :-  Worcester Mental Health Peer Support - Chill n Chat Worcestershire Bereaved by Suicide Support Group Behind The Smile Support group  Information sourced from behindthesmile.care,1184343,,Closed,Closed,14:00 – 16:00,Closed,Closed,Closed,Closed
76,4869674b-437e-4a61-84b4-53a27c810e73,Strong Young Minds,"Hereford House,20 East Street,Hereford,HR1 2LU","(52.0551442, -2.7138794500000003)",Hereford,01432269245,https://www.thesymproject.org/,symproject@thecldtrust.org,"We are The CLD Trust's Early Intervention project, providing support for mental health through advisers as well as involving young people themselves participating in all kinds of activities to promote good mental health and reducing stigma.",1187873,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
77,cdb753c6-5398-4bbf-8414-42dbf5943f6d,Brecon & District Mind,"Ty Croeso, St Davids House,48 Free Street,Brecon,LD3 7BN","(51.94648605, -3.3880598999999996)",Brecon,01874611529,https://breconmind.org.uk/,info@breconmind.org.uk,"We are your local Mind Charity providing a range of quality services to individuals who experience mental or emotional distress throughout Brecon and the surrounding areas.   These services include an Community Wellbeing Centre In Brecon, providing information, advice, counselling, support, complementary therapies, and a range of mental health support projects.",1145211,07814000,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
78,5482f290-cc71-4b76-838b-05c5313fd79d,We Mind & Kelly Matters,"59 Doddington Road,Wellingborough,NN8 2JH","(52.2949428, -0.6952282000000001)",Wellingborough,07720231660,https://wemindandkellymatters.org.uk/,sherry.adams@wemindandkellymatters.org.uk,"We Mind & Kelly Matters is a charity founded in 2019, by the family of Kelly Hewitt, a young lady who died by suicide in December 2018 at the young age of 24.   In 2021, the charity launched a campaign called MASK (Mental health Awareness and Suicide prevention in Kelly’s memory) to deliver online and face to face training, counselling, support and education around mental health and suicide prevention. Our mission is to reduce the number of suicides in Northamptonshire and ensure that any adult and young person can receive the support they need in a timely manner.  We offer a LIVE CHAT service which is available 7 days a week from 6-9pm, available via phones and PC’s – similar to instant messaging and backed up by a team of mental health professionals and counsellors.  Our other range of services include FREE counselling, delivered only by experienced trained therapists, no volunteers, and no students. We will support anyone affected by suicide, from ideation through to bereavement. This includes members of police, staff and members of the public that experience a suicide.  Also in place is a postvention support service for any family bereaved by suicide, from those first days for as long as is needed. We also host Northamptonshire’s SOBS groups, a collaboration set up with SOBS, (Survivors of Bereavement by Suicide) to offer peer-led group support.   We are also offer training which is flexible and adaptable to meet the needs of most organisations, schools and business. New training dates are added to our online calendar regularly. You can read more about each training programme we offer by visiting our website and clicking on the courses.",1182625,,12:00 – 21:00,09:00 – 17:00,12:00 – 21:00,09:00 – 17:00,09:00 – 21:00,Closed,Closed
79,1ed4e357-a609-6b30-ac76-433c6bb6c4db,On Your Mind Gloucestershire (OYMG),"Gloucestershire,GL17","(51.86624905, -2.50726585)",,,https://www.onyourmindglos.nhs.uk/,glccg.onyourmindglos@nhs.net,"On Your Mind Gloucestershire (OYMG) is an NHS website with an anonymous online support finder and provides information for young people about bullying, eating disorders and anxiety and much more, including where you can go for more support and how to self-refer to many services.  Information sourced from website: https://www.onyourmindglos.nhs.uk/",,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
80,1ed4e391-a1d6-606a-86ef-a590d1aa39b6,Gloucester Rethink Self Harm Support Group,"The Phoenix Centre,Matson Lane,Matson,Gloucester,GL4 6DX","(51.84017, -2.2185470499999997)",Gloucester,01215227007,https://www.rethink.org/,info@rethink.org,"There is a support group for self harmers and/or their families to have a place to talk about any concerns. They meet in a hired room in Matson, Gloucester, which is comfortable and discreet.   The group meets weekly on a Friday from 1.00pm - 3.00pm and will continue to for the foreseeable future. In addition to the weekly group meetings, some of the group meet for a social coffee and catch up on Mondays at a different Gloucester location. Please speak to Susie or Clare for more details. There is a small charge of £2.50 per session for the weekly Friday meetings, which includes unlimited tea and coffee.  For further information nationally about our groups and services, please contact us on 0121 522 7007 or email info@rethink.org.  Information sourced from website: https://www.rethink.org/",271028,1227970,Closed,Closed,Closed,Closed,13:00 – 15:00,Closed,Closed
81,1ed4e37b-cc42-64ea-9875-77d078d22768,The Door Youth Project,"44-45 High Street,Stroud,GL5 1AN","(51.745317799999995, -2.2161649000000008)",Stroud,01453756745,https://www.thedoor.org.uk/,info@thedoor.org.uk,"SUPPORT FOR YOUNG PEOPLE – (Aged 11-25) - Everyone needs helps once in a while, a listening ear, some practical assistance or just somewhere to be you. The Door offers a wide range of services and activities for young people. Take a look at the options below and choose the one you like the look of the best. Or if you’re not sure give us a call: 01453 756745 or send us a message.  THE DOOR LINE 01453 705350 5pm-7pm / Monday – Friday. If you need someone to talk to and offload about your day, or if you need someone to listen to you and help work things out. Give our friendly team a call on The Door Line.  Information sourced from website: https://www.thedoor.org.uk/",1131919,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
82,1ed301ef-30fd-679c-9922-5d56eab3670c,Milton Keynes CAMHS,"Eaglestone Health Centre,Standing Way,,Milton Keynes,MK6 5AZ","(52.025017899999995, -0.7363103)",Milton Keynes,01908724228,https://www.cnwl.nhs.uk/camhs/our-services/specialist-camhs/milton-keynes-camhs,cnw-tr.mkspcamhsspa@nhs.net,Milton Keynes Child and Adolescent Mental Health Service (CAMHS) supports families and professionals who are concerned about children and young people who may be experiencing mental health difficulties.    01908 724228 for all new referrals. Existing patients should call 01908 724544,,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
83,936c9911-dfaa-49c0-9a60-d3d471fe6e8a,Nai’s House,,"(None, None)",,01869242578,https://www.naishouse.org.uk/,hello@naishouse.org.uk,"Supporting young people up to the age of 30 with their Mental Health and suicide prevention, intervention & postvention services.   1-2-1 supporters offer tailored support to young people, aged 5-30, regularly to talk through their emotional and mental health needs.  Information updated from website.",1192238,,11:00 – 19:00,11:00 – 19:00,Closed,11:00 – 19:00,11:00 – 19:00,Closed,Closed
84,7f118cf8-08e9-4f77-828a-352c336ef394,SHARE Self-Harm Support - Bridgend,"MHM Wales, Union Offices,Quarella Road,Bridgend,CF31 1JW","(51.51007225, -3.5790394999999995)",Bridgend,01656767045,https://www.mhmwales.org.uk/,admin@mhmwales.org.uk,"Self Harm Awareness Recovery Education  SHARE provides a place for free self-expression, open and frank discussion about self harm, and a supportive and friendly environment in which to explore alternative coping strategies and techiques to reduce reliance on self harm.  Self Harm is an umbrella term for any action, habit or behaviour which causes damage to your body. It takes many different forms and as an individual act is hard to define. In general, self harm is the act of deliberately causing harm to oneself, either by causing a physical injury, by putting oneself in dangerous situations, or self-neglect.  Charity number: 1123842",,,09:00 – 17:00,09:00 – 17:00,09:00 – 19:00,09:00 – 17:00,09:00 – 16:30,Closed,Closed
85,1ecbbfaa-caec-63fa-aa54-f7e020622ade,The Amber Project,"Quaker Meeting House,43 Charles St,Cardiff,CF10 2GB","(51.48066185, -3.17317575)",Cardiff,02920344776,https://www.churcharmy.org.uk/Groups/245319/Church_Army/Microsites/Amber_Project/Amber_Project.aspx,amber.project@churcharmy.org,"The Amber Project exists to support any young person (aged 14-25) in Cardiff and the surrounding areas who has experience of self-harm.  Please feel free to look around, and if you have any questions or think that we might be able to help, please do contact us. We are available Monday - Friday, 9:30-5:30. Unfortunately the pandemic has had a huge impact on our services, but we are now able to take new referrals and are offering a range of support.  Covid-19 / Amber and Referrals  We are now back in the office full time! But please be patient if you have been referred or made a referral to the project and haven't heard from us. At present there is a huge demand for the service and we are taking approximately 16 -18 weeks to respond to referrals. If you / the person you referred is able to attend at short notice please let us know. Text/Phone: 07905 905437",226226 SC040457,,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30,09:30 – 17:30,Closed,Closed
86,042617b4-532e-406e-a8a7-678f75c21fac,Suicide Prevention Bristol,"Suite 601 179 Whiteladies Road,Bristol,BS8 2AG","(51.46912415, -2.6139711499999994)",Bristol,08006895652,https://www.spbristol.org/,info@spbristol.org,"Suicide Prevention Bristol is a leading suicide prevention charity that helps anyone with thoughts of suicide via telephone (ASSISTLine), social media & out in the community.  We use our skills in crisis intervention to offer supportive listening to start a dialogue and to encourage more hopeful solutions than suicide.",1187866,,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours
87,1ecf3e50-08d4-6470-899d-5925bf0e53e3,Nick Morgan - Youth Mental Health,SG4,"(51.90432115, -0.24024605)",Hitchin,07521004961,https://www.nickmorgan.uk/,hello@nickmorgan.uk,"I can offer a range of services and support, both in person and over video, all covid dependent, to support young people's mental health:  Supporting Young People: Offering a variety of skills and techniques, specifically involvement, of you/your child to help themselves.  I offer 1-1 sessions looking at practical support for young people, which I call WIAG sessions (Wellbeing, Information, Advice and Guidance), I give a variety of short and long term support to young people. This work can be done as 1-1 sessions or group work.  Mental Health First Aid England membership number: 0113000003536.",,,09:00 – 17:00,09:00 – 17:00,Closed,09:00 – 17:00,09:00 – 12:00,08:00 – 13:00,Closed
88,8b65ffbf-564b-4b05-8178-b3b3432caa08,The Hope Project- Second Step,"Second Step,9 Brunswick Square,Bristol,BS2 8PE","(51.46025440000001, -2.5874219)",Bristol,01179096630,https://www.second-step.co.uk/our-services/recovery-mental-health/hope-project/,hope@second-step.co.uk,"The Hope Project is a Suicide Prevention service for men aged 30-64. We support men living in Bristol, North Somerset and South Glos.   We support men that have attempted suicide, those feeling suicidal and/or self harming.   We also support men who are experiencing distress in relation to finances/debt/benefit issues, housing related issues, including homelessness and those experiencing employment related difficulties.",25597R,,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
89,1ecfd1c8-3802-6c04-9ce1-fd4e1db15cb0,Maybe Southwest,"Maybe Southwest, Inwoods,Abbots Leigh Road,Bristol,BS8 3QA","(51.45584480000001, -2.64527335)",Bristol,07941218072,https://maybe-southwest.co.uk/,maybesouthwest@gmail.com,"We offer Psychotherapy and Art Therapy to those who have been unable to get appropriate support through the NHS and who do not have the funds to access private services. Please only contact our service if you have exhausted NHS avenues such as Vitaminds, CAMHS, etc  Therapists working for Maybe offer a range of approaches including relational, CBT and creative forms of therapy. They are all qualified professionals, insured and members of relevant professional bodies to ensure a high standard of practice.",1172904,CE009911,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,09:00 – 17:00,Closed,Closed
