,forums,subject_id,subject,date,author_or_replier,init_post,author_id,author_locations,author_name,texts
169,Depression Forum,308809,I'm useless,2020-08-10T20:34:23+0100,author,False,89701,United States,Lavender_Rose,"Sometimes thing like that happen. You didn't do it on purpose. I know how much you care about your plants and fish. Im sorry for that happening. Try not to be so hard on yourself. You can blame yourself for knowledge you didn't have at that moment, that you do have now."
170,Depression Forum,308809,I'm useless,2020-08-10T20:34:35+0100,replier,False,0,,Deleted member 91323,American Boy said: It was a fully cycled tank but I realize now the Pothos contaminated the water and has poisoned the fish. I really am so sorry. It was just very bad luck. Please do not blame yourself.
171,Depression Forum,308809,I'm useless,2020-08-10T20:39:04+0100,replier,False,64870,London UK,American Boy,"bpd2020 said: I really am so sorry. It was just very bad luck. Please do not blame yourself. I guess its just a lesson to learn... well before I f**k up again, I'm sure I will at some point."
172,Depression Forum,308809,I'm useless,2020-08-10T20:39:54+0100,replier,False,0,,Deleted member 91323,"American Boy said: I guess its just a lesson to learn... well before I f**k up again, I'm sure I will at some point. I am currently cycling a tank. I have made so many stupid mistakes. You are not alone in that. I am just so sorry this has happened."
173,Depression Forum,308809,I'm useless,2020-08-10T20:41:55+0100,replier,False,64870,London UK,American Boy,"Argon said: Jumping from plants having root maggot to you not being able to attract women is a big jump. I'm not jumping to anything I've been doing this stuff for a while, trying to get myself a female and trying to improve my living space with plants and made big plans to terraform my fish tank and I just fail at all of them."
174,Depression Forum,308809,I'm useless,2020-08-10T20:44:01+0100,replier,False,64870,London UK,American Boy,"bpd2020 said: I am currently cycling a tank. I have made so many stupid mistakes. You are not alone in that. I am just so sorry this has happened. Its hard when you've had the same fish for a long time and then they die due to a stupid mistake, there like a part of my home."
175,Depression Forum,308809,I'm useless,2020-08-10T20:45:36+0100,replier,False,87989,Nashua NH,JessisMe,"American Boy said: I'm not jumping to anything I've been doing this stuff for a while, trying to get myself a female and trying to improve my living space with plants and made big plans to terraform my fish tank and I just fail at all of them.  These are all just temporary setbacks. Try to be patient and continue to put forth effort. It is sad that you have lost them tragically. You can always get more fish."
176,Depression Forum,308809,I'm useless,2020-08-10T20:45:49+0100,replier,False,0,,Deleted member 91323,"American Boy said: Its hard when you've had the same fish for a long time and then they die due to a stupid mistake, there like a part of my home. pets are family. I feel the same way. It is so hard to get perfect conditions for fish. You did your best. That is the important thing."
177,Depression Forum,308809,I'm useless,2020-08-10T20:47:32+0100,replier,False,51017,"UK, London",sunset547544,"Have you ever tried speed dating? Meeting people online is one thing, but getting out and meeting people face to face is another ball game. There are speed dating events happening pretty much every day in London. I reckon you should definitely give it a go. I think you would be surprised by how friendly people are."
178,Depression Forum,308809,I'm useless,2020-08-10T21:19:51+0100,replier,False,82746,USA,Argon,"sunset547544 said: Have you ever tried speed dating? Meeting people online is one thing, but getting out and meeting people face to face is another ball game. There are speed dating events happening pretty much every day in London. I reckon you should definitely give it a go. I think you would be surprised by how friendly people are. Speed dating sounds like a total nightmare to me. I never seriously considered it even when I was looking for someone."
179,Depression Forum,308809,I'm useless,2020-08-10T21:34:40+0100,author,False,64870,London UK,American Boy,Argon said: Speed dating sounds like a total nightmare to me. I never seriously considered it even when I was looking for someone. Dating in London is cold. Many of the women just want very specific guys I'd just be a laughing stock to them.
180,Depression Forum,308809,I'm useless,2020-08-10T21:37:27+0100,author,False,64870,London UK,American Boy,"sunset547544 said: Have you ever tried speed dating? Meeting people online is one thing, but getting out and meeting people face to face is another ball game. There are speed dating events happening pretty much every day in London. I reckon you should definitely give it a go. I think you would be surprised by how friendly people are. I'd probably be the only loser who doesn't get a date. I don't think they would be the type of women who would be looking for somebody like me but I could give it a go I guess. I'll be better off with a disability speed dating place which I don't think there are any."
181,Depression Forum,308809,I'm useless,2020-08-10T21:40:36+0100,replier,False,82255,Nowhere,Zoe1,I feel useless as well sometimes
182,Depression Forum,308809,I'm useless,2020-08-10T21:47:38+0100,replier,False,82746,USA,Argon,I think you need to find a better place for support.
183,Depression Forum,308809,I'm useless,2020-08-10T21:50:50+0100,author,False,64870,London UK,American Boy,Argon said: I think you need to find a better place for support. There is no better place. I guess I'll just have to be alone for the rest of my life besides I gotta be more realistic and just do what I can within my limitations and not expect anything.
184,Depression Forum,308809,I'm useless,2020-08-10T21:58:23+0100,replier,False,82746,USA,Argon,American Boy said: There is no better place. I guess I'll just have to be alone for the rest of my life besides I gotta be more realistic and just do what I can within my limitations and not expect anything. There used to be good places but they disappeared. You would still get trolled for being an 'incel' but some people would have ideas. Here you just have to pretend to be asexual.
185,Depression Forum,308809,I'm useless,2020-08-10T22:19:14+0100,replier,False,0,,Deltoid,"Fish are like that. One minute they're ok and the next they are not. I'm sorry they got sick. I had many experiences with fish like this. I felt like I was doing something wrong, when the fishies were just tired.   Scapes"
186,Depression Forum,308809,I'm useless,2020-08-11T08:29:34+0100,author,False,64870,London UK,American Boy,"Argon said: There used to be good places but they disappeared. You would still get trolled for being an 'incel' but some people would have ideas. Here you just have to pretend to be asexual. Well people don't really like me, people always look at me funny like I have two heads. I've been called names like nonce and I have not done anything or deserve to be called such as disgusting thing as a nonce but hey I'm a weirdo with no friends and like to keep myself to my self so I guess that makes me a potential nonce somehow  I've got no time for people like that and it seems to be everybody. My life is always going to be sh*t in this place. I'm always alienated and kept on the outside"
187,Depression Forum,308809,I'm useless,2020-08-11T08:33:46+0100,author,False,64870,London UK,American Boy,"Scapes1986 said: Fish are like that. One minute they're ok and the next they are not. I'm sorry they got sick. I had many experiences with fish like this. I felt like I was doing something wrong, when the fishies were just tired.   Scapes I have some good news. I was expecting to get up today dreading how many fish were dead and preparing myself to fish them out but amazingly the water looks like its back to normal and the sick fish that was at the bottom of the tank is now happy swimming about waiting for its food with the others. Thank god I did that water change yesterday otherwise I would have lost them all."
188,Depression Forum,308809,I'm useless,2020-08-11T12:40:31+0100,replier,False,0,,Deleted member 91323,Oh I am so happy! Thank goodness you were able to save the fish. You doing a water change saved your fish. I hope this shows you that you are not useless.
189,Depression Forum,308809,I'm useless,2020-08-11T13:16:32+0100,author,False,18243,Tigger and Willow's house UK,midnightphoenix,"Lizaje said: Fish aren't thinking beings and mistakes like that happen. Fish can think and feel, same as any animal  but @American Boy you wasnt trying to harm them deliberately"
190,Depression Forum,308809,I'm useless,2020-08-11T13:21:19+0100,author,False,18243,Tigger and Willow's house UK,midnightphoenix,"American Boy said: I have some good news. I was expecting to get up today dreading how many fish were dead and preparing myself to fish them out but amazingly the water looks like its back to normal and the sick fish that was at the bottom of the tank is now happy swimming about waiting for its food with the others. Thank god I did that water change yesterday otherwise I would have lost them all. i'm glad they are doing better  i worry about my ability to look after fish which is why i will never get any  also idk if fish movements would be too tempting for my girlies, they learning to leave gerbils alone (Willow at first was afraid of the gerbils)"
191,Depression Forum,308809,I'm useless,2020-08-11T15:38:33+0100,replier,False,0,,Lizaje,"midnightphoenix said: Fish can think and feel, same as any animal  but @American Boy you wasnt trying to harm them deliberately I believe they can feel. I don't believe they are thinking beings."
192,Depression Forum,308809,I'm useless,2020-08-11T17:42:54+0100,replier,False,64870,London UK,American Boy,"I spoke to soon as usual. It would appear that the tank is no longer cycled because of that big water change I had to do I've lost all the beneficial and all the fish are at the surface gasping for air again.  After some cursing and cussing I've decided that its best just to give up because there isn't anything I can do now, unless anybody wants to rescue some goldfish, which I don't think will happen. Sadly the fish will die I don't have months to cycle the tank again so once the fish have perished I will get some fire bellied toads and create something else in that tank so its not the end of the world. Sometimes change is good."
193,Depression Forum,308809,I'm useless,2020-08-11T17:44:52+0100,replier,False,87989,Nashua NH,JessisMe,"American Boy said: I spoke to soon as usual. It would appear that the tank is no longer cycled because of that big water change I had to do I've lost all the beneficial and all the fish are at the surface gasping for air again.  After some cursing and cussing I've decided that its best just to give up because there isn't anything I can do now, unless anybody wants to rescue some goldfish, which I don't think will happen. Sadly the fish will die I don't have months to cycle the tank again so once the fish have perished I will get some fire bellied toads and create something else in that tank so its not the end of the world. Sometimes change is good.  Toads sound cool!"
194,Depression Forum,308809,I'm useless,2020-08-11T18:51:18+0100,author,False,18243,Tigger and Willow's house UK,midnightphoenix,"American Boy said: I spoke to soon as usual. It would appear that the tank is no longer cycled because of that big water change I had to do I've lost all the beneficial and all the fish are at the surface gasping for air again.  After some cursing and cussing I've decided that its best just to give up because there isn't anything I can do now, unless anybody wants to rescue some goldfish, which I don't think will happen. Sadly the fish will die I don't have months to cycle the tank again so once the fish have perished I will get some fire bellied toads and create something else in that tank so its not the end of the world. Sometimes change is good. sorry your losing the fish, American Boy"
195,Depression Forum,308809,I'm useless,2020-08-11T18:56:55+0100,replier,False,0,,Deltoid,Zoe1 said: I feel useless as well sometimes I feel the opposite. Always being used. Like really.
196,Depression Forum,308809,I'm useless,2020-08-11T20:33:55+0100,replier,False,0,,Deleted member 91323,"American Boy said: I spoke to soon as usual. It would appear that the tank is no longer cycled because of that big water change I had to do I've lost all the beneficial and all the fish are at the surface gasping for air again.  After some cursing and cussing I've decided that its best just to give up because there isn't anything I can do now, unless anybody wants to rescue some goldfish, which I don't think will happen. Sadly the fish will die I don't have months to cycle the tank again so once the fish have perished I will get some fire bellied toads and create something else in that tank so its not the end of the world. Sometimes change is good. You could ask on a pet forum if anybody will take your goldfish."
197,Depression Forum,308809,I'm useless,2020-08-11T21:16:08+0100,replier,False,82255,Nowhere,Zoe1,Scapes1986 said: I feel the opposite. Always being used. Like really.  thats not really the opposite if you feel useless then chances are you will get used I also feel like that and have been working on it because they say that we make ourselves a certain way that makes us get used
198,Depression Forum,308809,I'm useless,2020-08-11T22:01:07+0100,replier,False,64870,London UK,American Boy,bpd2020 said: You could ask on a pet forum if anybody will take your goldfish. Nah I'm burnt out wasting my time asking posting ad's etc because nobody replies. Anyhow I'm currently pumping there water with oxygen... well its a slightly over powered bubble pump which seems to be helping so I'll leave it running all night seeing that my neighbor is on a wind up spree with his beats and bass.
199,Depression Forum,308809,I'm useless,2020-08-11T22:03:11+0100,author,False,0,,Deleted member 91323,American Boy said: Nah I'm burnt out wasting my time asking posting ad's etc because nobody replies. Anyhow I'm currently pumping there water with oxygen... well its a slightly over powered bubble pump which seems to be helping so I'll leave it running all night seeing that my neighbor is on a wind up spree with his beats and bass. I really hope that works. It is so difficult to rehome fish.
200,Depression Forum,308809,I'm useless,2020-08-11T22:04:24+0100,replier,False,64870,London UK,American Boy,"Zoe1 said: thats not really the opposite if you feel useless then chances are you will get used I also feel like that and have been working on it because they say that we make ourselves a certain way that makes us get used Yeah people are only ever interested in knowing me if they want something, I just say **** the lot of them. I'm sick of people but the problem is always with me I don't even need to do anything and people laugh at me and make fun."
201,Depression Forum,308809,I'm useless,2020-08-11T22:06:49+0100,replier,False,64870,London UK,American Boy,bpd2020 said: I really hope that works. It is so difficult to rehome fish. Its hard to re-home any animal because nobody wants to know but they are always quick enough to scream animal cruelty or lets save the animals like really...  I will do my best to save my fish because letting them just die is not what I'm about.
202,Depression Forum,308809,I'm useless,2020-08-11T22:08:14+0100,author,False,0,,Deleted member 91323,American Boy said: Its hard to re-home any animal because nobody wants to know but they are always quick enough to scream animal cruelty or lets save the animals like really... I have rehomed unwanted animals so there are people who do want to give animals a home if they have the means.
203,Depression Forum,308809,I'm useless,2020-08-11T22:15:32+0100,replier,False,64870,London UK,American Boy,"bpd2020 said: I have rehomed unwanted animals so there are people who do want to give animals a home if they have the means. I have saved many animals even wild animals, I've had many wild pets ""although some might say its illegal"" but I can't just let them suffer and the RSPCA are only interested when there on TV.  I've saved pigeons, hedgehogs and even foxes and all of them got better and were released back into the wild. They tend to get a little to tame tho after a while and foxes can be hard work. I've only ever had one baby pigeon die on me but I did my best and kept it alive for a week. I'm pretty good with animals but I'm not too impressed with whats happened with the goldfish. Oh and the terrapins I re-homed."
204,Depression Forum,308809,I'm useless,2020-08-11T22:20:22+0100,replier,False,64870,London UK,American Boy,"I've lost my way of life... well I never really found it because people don't accept me, the only place they did was in America. I don't wanna start losing plants and failing with animals because I'll have nothing left that I'm good for otherwise and I'm not religious but I like to think I'm close to God helping the animals and being close with nature and with plants."
205,Depression Forum,308809,I'm useless,2020-08-11T22:21:15+0100,author,False,0,,Deleted member 91323,"American Boy said: I have saved many animals even wild animals, I've had many wild pets ""although some might say its illegal"" but I can't just let them suffer and the RSPCA are only interested when there on TV.  I've saved pigeons, hedgehogs and even foxes and all of them got better and were released back into the wild. They tend to get a little to tame tho after a while and foxes can be hard work. I've only ever had one baby pigeon die on me but I did my best and kept it alive for a week. I'm pretty good with animals but I'm not too impressed with whats happened with the goldfish. Oh and the terrapins I re-homed. That is truly wonderful. You have such a pure heart. I think you should be so proud of helping all those poor animals."
206,Depression Forum,308809,I'm useless,2020-08-11T22:24:20+0100,replier,False,64870,London UK,American Boy,"bpd2020 said: That is truly wonderful. You have such a pure heart. I think you should be so proud of helping all those poor animals. I can't stand to see animals suffer... ok I make an exception of those creepy house spiders ""the big creepy hairy ones"" and mice because those freak the hell outta me. I will break all the rules to rescue an animal, legal or not."
207,Depression Forum,308809,I'm useless,2020-08-11T22:27:59+0100,replier,False,18243,Tigger and Willow's house UK,midnightphoenix,"American Boy said: Its hard to re-home any animal because nobody wants to know but they are always quick enough to scream animal cruelty or lets save the animals like really...  I will do my best to save my fish because letting them just die is not what I'm about. i'd offer to take them if i was nearer and if i was sure Tigger and Willow would decide they not dinner (interestingly Willow is terrified of spidey monsters, idk what she would make of fish)"
208,Depression Forum,308809,I'm useless,2020-08-11T22:30:59+0100,author,False,0,,Deleted member 91323,I think you are a very special person because only truly pure people have a deep love and connection with animals.
209,Depression Forum,308809,I'm useless,2020-08-11T22:35:25+0100,author,False,64870,London UK,American Boy,"I remember not to long ago I went to a park and the pond that I like going to was all dried up and I spotted an injured cat. The pond had been closed off due to Covid 19 with signs saying ""Do not enter"" but that didn't stop me. The only thing on my mind was getting help for that cat and I claimed in to check the cat out and just by sheer luck a woman stepped into help and I waited with the cat while she popped home to get her pet carrier, she owns cats so I let her take it in."
210,Depression Forum,308809,I'm useless,2020-08-11T22:44:23+0100,replier,False,0,,Deleted member 91323,That was such a lovely thing to do. I am glad you and the woman were there for the cat.
211,Depression Forum,308809,I'm useless,2020-08-11T23:42:58+0100,author,False,64870,London UK,American Boy,"midnightphoenix said: i'd offer to take them if i was nearer and if i was sure Tigger and Willow would decide they not dinner (interestingly Willow is terrified of spidey monsters, idk what she would make of fish) I'd be happy for them to be rescued. They might survive but the situation is really iffy right now."
212,Depression Forum,308809,I'm useless,2020-08-13T19:00:03+0100,replier,False,92437,UK,Prycejosh1987,"American Boy said: So everything has gone wrong. I nearly killed my goldfish and probably will loose a few that I've had for many years because I messed up there water by putting Pothos plants in there to reduce the nitrates and make things better for the fish but instead the fish are all at the surface gasping for air and on one of them its scales have gone red and bloody I've probably increased ammonia levels and killed all the beneficial bacteria in the tank.  Many of my plants have got root maggot so I'll probably loose them too at some point and I can't attract any women because I'm just shit and a loser in life. You need to change your mentality, you are not a loser, you have enough power to kill an ant in seconds, and look at how much unity and power ants have. You could tame and teach a dog tricks, you could become a boxing world champion. The power is yours. Just because minor things are going wrong in your life, it is not the end of things for you. If your goldfish dies, you can replace it. You matter more than your goldfish, aim and have focus on what you want out of life and go for these things."
213,Depression Forum,308809,I'm useless,2020-08-13T22:06:15+0100,replier,False,18243,Tigger and Willow's house UK,midnightphoenix,American Boy said: I'd be happy for them to be rescued. They might survive but the situation is really iffy right now. hope they survive and if you need to place them in a new home i hope you find one
214,Depression Forum,308809,I'm useless,2020-08-14T10:09:30+0100,author,False,64870,London UK,American Boy,They seem to be doing ok now.
215,Depression Forum,116701,Feeling really crap,2015-07-03T01:08:59+0100,author,True,39633,London,The Big Dawg,"I'm not even sure on how to start this thread except that I'm feeling pretty soulless, depressed and worthless right now and a few moments ago I got overwhelmed with to much depression that I nearly did something stupid but I stopped myself.  Am I such a freak that other people can't even be open & honest on what they think about me, instead I just get blocked or avoided from people all around me and the worst thing is I don't even know the reasons why. I understand that's its peoples given right not to like somebody I just wish somebody would tell me what was wrong with me. I've been on 5 dates over the years and after the first time off meeting somebody I get blocked when I return home to check my messages all the time it happens. I meet somebody and just when I think things are going well, I return home just to find I've been blocked by them. Today is the last straw in terms of me possibly finding somebody so I'm just going to write that chapter off that part of my life for good now. I know that there is something seriously wrong with me because people are always looking at me, every time I'm out I can just see other peoples eyes looking at me and people in there cars will turn there head to look at me as they drive past. I try my very best to fit in to this world I really do but I'm just clearly not supposed to be here, I'll always be an outsider no matter what. I've been thinking about drinking some alcohol but at the same time that could be enough to push me over the edge and make me feel worse. My pills ain't working either I take one every morning but I don't feel nothing from them and there not going to change the fact that I'm a freak but alcohol can make me feel more human... but anyway I'm just going to stay off alcohol and I'm to go back to being a recluse for the time being. I'm not going to sleep tonight because I'm so depressed and bad thoughts keep coming into my head. I need something to take my mind off things"
216,Depression Forum,116701,Feeling really crap,2015-07-03T01:11:40+0100,replier,False,112003,Sparta,Hoggle,I am not exactly a success in that department either. I have no idea how to do it if I am honest.
217,Depression Forum,133186,Little boxes New Builds,2016-03-30T22:36:57+0100,author,True,64870,London UK,American Boy,"Ok so I love my house which I rent ""council tenant""  I got a letter to say that the flats on my estate might be knocked down in 5 years time to make space for new builds for the new affordable homes project.  They asked me if I'm interested in a new build which I just tore up the letter.  They can fit more flats in the the space the current flats are. They want to knock down perfectly good homes to build cheap nasty little depressing boxes which they call affordable homes. I've seen those horrible ""new builds"" they are tiny no kitchen just a back wall in the living room is the kitchen, tiny little rooms barely big enough to live in, no storage space, no light as there will be more right outside the window blocking out sunlight, no storage space and I mean none what so ever, tiny little rooms, paper thin walls, and have no charm, poor quality rubbish which will be the next slums of Britain.  I hate what this government are doing and why can't people open there eyes, this ain't right"
218,Depression Forum,133186,Little boxes New Builds,2016-03-30T22:46:23+0100,replier,False,48817,London UK,Koloth,I'm sorry to hear that. It seems ridiculous that they demolish a home to replace it with another.  Personally I would love any council property that was offered to me. I currently live in a 1 bed flat on my own. My rent is £575 a month and I only get £266 a month housing benefit as I'm under 35. So quite worried about being homeless given the council aren't really helping.
219,Depression Forum,133186,Little boxes New Builds,2016-03-30T23:02:44+0100,author,False,64870,London UK,American Boy,"It is indeed ridiculous, like these are good council houses and ok they may need some minor work done to them but they just want to knock them down as they can fit 3 more properties in the space of one council flat.  I think a lot of council properties are very nice inside but these horrible new builds are something else all together.  Sorry to hear about your situation Koloth it does make me feel more grateful tho as there are a lot of people who have never had the luxury of living in a council home, I think its wrong and you deserve better we all deserve better and this Tory government needs to go to hell. We need Labour back anything is better then this evil Tory government."
220,Depression Forum,133186,Little boxes New Builds,2016-03-30T23:06:40+0100,author,False,64870,London UK,American Boy,There just money making factories for the rich and greedy
221,Depression Forum,133186,Little boxes New Builds,2016-03-30T23:53:34+0100,replier,False,48817,London UK,Koloth,Yes I agree about the government. Unfortunately we are stuck with them for many years. I hope just hope things get better but I agree this country and the world is going in the wrong direction. I try not to think too far into the future because it depresses me. Just day to day is how I cope that's a challenge enough.
222,Depression Forum,133186,Little boxes New Builds,2016-03-31T00:01:15+0100,replier,False,48507,London UK,BorderlineDownunder,Did you guys vote?
223,Depression Forum,133186,Little boxes New Builds,2016-03-31T00:07:12+0100,author,False,64870,London UK,American Boy,BorderlineDownunder said: Did you guys vote?  I voted UKIP :0 but really UKIP was just a diversion to get less votes on labor otherwise I would have voted labor.
224,Depression Forum,133186,Little boxes New Builds,2016-03-31T00:12:33+0100,replier,False,48507,London UK,BorderlineDownunder,"Recluse said: I voted UKIP :0 but really UKIP was just a diversion to get less votes on labor otherwise I would have voted labor.  I wrote an email directly to the Federal Minister for Health  Youd be surprised; these things DO get read.  the boxes you speak of sound horrific. are they attempting to WAREHOUSE the Poor<<<<brilliant phrase  Pile them up like so many Storage Units, X per sq m?  This would be the sort of thing I'd be asking everyone even locals, even start a petition to send.  Its a disgrace, people need HOMES not warehousing  I remember being sent to one of these shitholes when I was homeless  I would rather have a fucking swag thanks, said I. You cant expect folk to sleep with their heads in their own toilets its a Fucking Disgrace, whose idea were THESE on and on I went you woulve thought they offer me a cardboard box on side of troad.  which frankly woulve been PREFERABLE"
225,Depression Forum,133186,Little boxes New Builds,2016-03-31T00:16:13+0100,replier,False,48507,London UK,BorderlineDownunder,"Recluse said: Ok so I love my house which I rent ""council tenant""  I got a letter to say that the flats on my estate might be knocked down in 5 years time to make space for new builds for the new affordable homes project.  They asked me if I'm interested in a new build which I just tore up the letter.  They can fit more flats in the the space the current flats are. They want to knock down perfectly good homes to build cheap nasty little depressing boxes which they call affordable homes. I've seen those horrible ""new builds"" they are tiny no kitchen just a back wall in the living room is the kitchen, tiny little rooms barely big enough to live in, no storage space, no light as there will be more right outside the window blocking out sunlight, no storage space and I mean none what so ever, tiny little rooms, paper thin walls, and have no charm, poor quality rubbish which will be the next slums of Britain.  I hate what this government are doing and why can't people open there eyes, this ain't right Click to expand...  heres what you do -  everyone else will be pissed off mightily  if you make enough noise you can get enough publicity to get this mess STOPPED  Most folk reading about this will be horrified so Use that Horror - get some sort of Formal Stop the Tory Sell Off thingo going  At the very least they should be offering the homes to the existing tenants for sale!  FFS!"
226,Depression Forum,133186,Little boxes New Builds,2016-03-31T00:38:41+0100,replier,False,48817,London UK,Koloth,BorderlineDownunder said: Did you guys vote?  I'm usually a labour voter but I felt they lost their way so voted Greens in 2015. Although I'm a avid left winger I am in favour of the UK leaving the EU.  Jeremy Corbyn seems promising but I fear he maybe too left wing for the British electorate.  As a dual citizen I could also vote in the Australian election but see little point.
227,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-07T10:06:01+0000,author,True,3933,London,Prince Buster,This is going to be a real big test for me. I still am not sure that they appreciate the severity of the situation even though I have been off for over three months now.  I know I shouldn't but I can feel myself getting anxious about the prospect of meeting up. I hope I tell them exactly what I want to and don't mess things up.
228,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-07T10:09:47+0000,replier,False,3961,London,Affective,Prince Buster said: This is going to be a real big test for me. I still am not sure that they appreciate the severity of the situation even though I have been off for over three months now.  I know I shouldn't but I can feel myself getting anxious about the prospect of meeting up. I hope I tell them exactly what I want to and don't mess things up.  I sincerely wish you all the luck in the world mate!
229,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-07T10:13:56+0000,author,False,3933,London,Prince Buster,Thanks for that. Got to try and find someway of staying calm between now and this afternoon.
230,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-07T10:44:09+0000,replier,False,1224,London,Jo1760,"Hey PB,  I just wanted to send you a good luck wish for this afternoon. I hope things go well and you are able to stand your ground when talking to your employers. I can't imagine how you are feeling at the moment. I hope you manage to find something to distract you in the meantime.  Take care and Good luck. X"
231,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-07T10:46:08+0000,author,False,3933,London,Prince Buster,Thanks Jo.  I am frantically surfing the net. My concentration is not the best at the minute and those relaxation techniques I am sceptical about aren't workinbg the best!
232,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-07T17:35:28+0000,author,False,3933,London,Prince Buster,"That went a lot better than I was expecting. I ended up taking my dad with me and afterwards he said how well I put my points across and how well the whole thing went.  My work have said to me that I can basically have a clean sheet and come back and do whatever I like (within reason of course).  They added that my phazed return to work would start however I would like it to - from just one day a month if that is what I choose.  I told them that I obviously need more time, so they said they will leave me be for the time being and be in touch again in a month.  Feel very positive about the whole situation now."
233,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-07T20:22:22+0000,replier,False,378,London,rollinat,That's great to hear - it must be a weight off your mind - I hope you can now focus on recovery rather than worrying about work. Take care
234,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-07T20:25:20+0000,replier,False,3757,country cottage,starfish,"prince buster  thats good news, good luck."
235,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-08T21:01:04+0000,replier,False,3961,country cottage,Affective,"Prince Buster said: That went a lot better than I was expecting. I ended up taking my dad with me and afterwards he said how well I put my points across and how well the whole thing went.  My work have said to me that I can basically have a clean sheet and come back and do whatever I like (within reason of course).  They added that my phazed return to work would start however I would like it to - from just one day a month if that is what I choose.  I told them that I obviously need more time, so they said they will leave me be for the time being and be in touch again in a month.  Feel very positive about the whole situation now. Click to expand...  Well done mate, there ya go!"
236,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-08T23:26:29+0000,replier,False,465,Yorkshire,honeyquince,"Well done!  My work never requested a meeting, even after 2 years - I think they felt a tinge of guilt regarding my situation."
237,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-09T20:15:21+0000,author,False,3933,London,Prince Buster,The whole thing has brought around a big reversal in how I feel. Things are going good now. I even managed to go to the pub last night - the first time I have been out on a Friday night since October.
238,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-09T20:18:08+0000,replier,False,0,,SmileyGirl,"So glad for you, you deserve everything positive after whats gone on.  I wish I could conduct myself as well as you can x x x x"
239,Depression Forum,8316,Off to meet my employers this afternoon,2010-01-09T20:23:02+0000,author,False,3933,London,Prince Buster,Don't be so hard on yourself SG. And I never said anything about conducting myself well.
240,Depression Forum,19130,My Story..,2011-01-06T16:36:35+0000,author,True,11267,London,Broken-Princess,"My name's Sinead, i'm 20 years old, and i have depression.  I've self harmed for nearly 7 years now. I don't work, i struggle to even leave my house at the moment as i can't even get motivated some days to get up and dressed. I hate being like this. I was on anti depressents for a few months, but they actually made the nightmares that i was suffering from before hand a hell of a lot worse, so i stopped taking them.  I have a cpn, who is really nice. I don't see him very much though, maybe once every 3 weeks. He listens to me though.  I made my first suicide attempt in november 2010. I remember exactly how i felt, what i did, how much i didn't regret it when i really wished i did. I think about death alot, it scares me.. but some days carrying on with the way i feel just seems more scary.  I'm hoping to make some friends on here who understand me? or can relate to some of what i feel."
241,Depression Forum,19130,My Story..,2011-01-06T18:14:47+0000,replier,False,9959,In Devon,maxitab,"Hi, and to the forum. There are many people here who have similar experiences, I see you have posted in the SH section too, I am sure you will have replies. I SH'd all my life till about eight years ago (I'm 58). The right therapy finally helped me stop."
242,Depression Forum,19130,My Story..,2011-01-06T19:15:13+0000,replier,False,10689,West Midlands,justicefornone,"welcome plenty of people who will understand (Hi, I'm one of them too!) its great you've taken the steps both with the cpn and here! Sure you'll find many likeminded peoples here!"
243,Depression Forum,19130,My Story..,2011-01-06T22:53:15+0000,replier,False,11274,normanton,tobymoby,"hiii, im new too and yours was the first story i read. I didnt think there was forums that talk about this sort of stuff but its seemed to have cheered me up tonight to know there are other people with simular problems, i hope it does the same for you x"
244,Depression Forum,19130,My Story..,2011-01-06T23:01:03+0000,replier,False,10676,south west,lauli-ann,"Hey to the forum Its great to see you and what a wonderful first step you have taken (and a brave one at that) by being courageous enough to post. I have bipolar disorder, so I do geet depression as well (Im not sure if its the same as straight depression or not) but my Husband also has suffered with depression for his whole life....so I do understand things from that side too. What sort of family support do you have and are you getting any therapy? big hugs"
245,Depression Forum,19130,My Story..,2011-01-06T23:10:07+0000,author,False,11267,London,Broken-Princess,"Thank you everybody for saying hello  Lauli-ann- yes bipolar is kinda different to having everyday depression, but im sure some of the effects are the same. Family support is very little, maybe 1 of the main reasons why i suffer the way i do. I live with my mum and my younger sister, but neither of them understand, sometimes i'll go upstairs to cut, and they'll know about it, but carry on laughing and chatting away downstairs, which kinda hurts. I had a block session of physcology a while back, i'm back on the waiting list for some more now though. I deserately want to stop self harming."
246,Depression Forum,19130,My Story..,2011-01-06T23:11:34+0000,replier,False,10823,London,Javed12,"Hi Broken-Princess,  to the forum and great to meet you.  Lots of friendly and supportive folk here. Drop by the chill-out cafe if you feel a need to chill and relax.  J"
